,id,title,context,question,answers
145,56f87d46aef23719006260fc,Alps,"The formation of the Alps (the Alpine orogeny) was an episodic process that began about 300 million years ago. In the Paleozoic Era the Pangaean supercontinent consisted of a single tectonic plate; it broke into separate plates during the Mesozoic Era and the Tethys sea developed between Laurasia and Gondwana during the Jurassic Period. The Tethys was later squeezed between colliding plates causing the formation of mountain ranges called the Alpide belt, from Gibraltar through the Himalayas to Indonesia—a process that began at the end of the Mesozoic and continues into the present. The formation of the Alps was a segment of this orogenic process, caused by the collision between the African and the Eurasian plates that began in the late Cretaceous Period.",When did the single tectonic plate break into separate plates?,"{'text': ['the Mesozoic Era'], 'answer_start': [235]}"
146,5a105346decec90018475621,Hanover,"As an important railroad and road junction and production center, Hanover was a major target for strategic bombing during World War II, including the Oil Campaign. Targets included the AFA (Stöcken), the Deurag-Nerag refinery (Misburg), the Continental plants (Vahrenwald and Limmer), the United light metal works (VLW) in Ricklingen and Laatzen (today Hanover fairground), the Hanover/Limmer rubber reclamation plant, the Hanomag factory (Linden) and the tank factory M.N.H. Maschinenfabrik Niedersachsen (Badenstedt). Forced labourers were sometimes used from the Hannover-Misburg subcamp of the Neuengamme concentration camp. Residential areas were also targeted, and more than 6,000 civilians were killed by the Allied bombing raids. More than 90% of the city center was destroyed in a total of 88 bombing raids. After the war, the Aegidienkirche was not rebuilt and its ruins were left as a war memorial.",What areas were not targeted by Allied bombers?,"{'text': [], 'answer_start': []}"
147,570fb4715ab6b81900390fa1,Elizabeth_II,"In 1956, the British and French prime ministers, Sir Anthony Eden and Guy Mollet, discussed the possibility of France joining the Commonwealth. The proposal was never accepted and the following year France signed the Treaty of Rome, which established the European Economic Community, the precursor to the European Union. In November 1956, Britain and France invaded Egypt in an ultimately unsuccessful attempt to capture the Suez Canal. Lord Mountbatten claimed the Queen was opposed to the invasion, though Eden denied it. Eden resigned two months later.",When did Britain and France invade Egypt?,"{'text': ['November 1956'], 'answer_start': [324]}"
148,570a55836d058f1900182d66,Imperial_College_London,"Imperial's main campus is located in the South Kensington area of central London. It is situated in an area of South Kensington, known as Albertopolis, which has a high concentration of cultural and academic institutions, adjacent to the Natural History Museum, the Science Museum, the Victoria and Albert Museum, the Royal College of Music, the Royal College of Art, the Royal Geographical Society and the Royal Albert Hall. Nearby public attractions include the Kensington Palace, Hyde Park and the Kensington Gardens, the National Art Library, and the Brompton Oratory. The expansion of the South Kensington campus in the 1950s & 1960s absorbed the site of the former Imperial Institute, designed by Thomas Collcutt, of which only the 287 foot (87 m) high Queen's Tower remains among the more modern buildings.",In which area in London is Imperial's main campus located?,"{'text': ['South Kensington'], 'answer_start': [41]}"
149,5726bc0b708984140094cf8f,Mali,"Anti-government protests in 1991 led to a coup, a transitional government, and a new constitution. Opposition to the corrupt and dictatorial regime of General Moussa Traoré grew during the 1980s. During this time strict programs, imposed to satisfy demands of the International Monetary Fund, brought increased hardship upon the country's population, while elites close to the government supposedly lived in growing wealth. Peaceful student protests in January 1991 were brutally suppressed, with mass arrests and torture of leaders and participants. Scattered acts of rioting and vandalism of public buildings followed, but most actions by the dissidents remained nonviolent.",What type of administration did general Mousa Traoré have?,"{'text': ['dictatorial regime'], 'answer_start': [129]}"
150,5727bdcd4b864d1900163c2b,Cork_(city),"St. Patrick's Street, the main street of the city which was remodelled in the mid-2000s, is known for the architecture of the buildings along its pedestrian-friendly route and is the main shopping thoroughfare. The reason for its curved shape is that it originally was a channel of the River Lee that was built over on arches. The General Post Office, with its limestone façade, is on Oliver Plunkett Street, on the site of the Theatre Royal which was built in 1760 and burned down in 1840. The English circus proprietor Pablo Fanque rebuilt an amphitheatre on the spot in 1850, which was subsequently transformed into a theatre and then into the present General Post Office in 1877.  The Grand Parade is a tree-lined avenue, home to offices, shops and financial institutions. The old financial centre is the South Mall, with several banks whose interior derive from the 19th century, such as the Allied Irish Bank's which was once an exchange.",When did the Theatre Royal burn?,"{'text': ['1840'], 'answer_start': [485]}"
151,5727acd3ff5b5019007d9259,North_Carolina,"College sports are also popular in North Carolina, with 18 schools competing at the Division I level. The Atlantic Coast Conference (ACC) is headquartered in Greensboro, and both the ACC Football Championship Game (Charlotte) and the ACC Men's Basketball Tournament (Greensboro) were most recently held in North Carolina. College basketball in particular is very popular, buoyed by the Tobacco Road rivalries between Duke, North Carolina, North Carolina State, and Wake Forest. The ACC Championship Game and The Belk Bowl are held annually in Charlotte's Bank of America Stadium, featuring teams from the ACC and the Southeastern Conference. Additionally, the state has hosted the NCAA Men's Basketball Final Four on two occasions, in Greensboro in 1974 and in Charlotte in 1994.",What stadium host the ACC championship game and the Belk Bowl each year?,"{'text': [""Charlotte's Bank of America Stadium""], 'answer_start': [543]}"
152,57268918708984140094c931,Queen_(band),"By 1976, Queen were back in the studio recording A Day at the Races, which is often regarded as a sequel album to A Night at the Opera. It again borrowed the name of a Marx Brothers movie, and its cover was similar to that of A Night at the Opera, a variation on the same Queen Crest. The most recognisable of the Marx Brothers, Groucho Marx, invited Queen to visit him in his Los Angeles home in March 1977; there the band thanked him in person, and performed ""'39"" a cappella. Musically, A Day at the Races was by both fans' and critics' standards a strong effort, reaching number one in the UK and Japan, and number five in the US. The major hit on the album was ""Somebody to Love"", a gospel-inspired song in which Mercury, May, and Taylor multi-tracked their voices to create a 100-voice gospel choir. The song went to number two in the UK, and number thirteen in the US. The album also featured one of the band's heaviest songs, May's ""Tie Your Mother Down"", which became a staple of their live shows.",What Queen album was released in 1976?,"{'text': ['A Day at the Races'], 'answer_start': [49]}"
153,572ffca0a23a5019007fcc0f,Washington_University_in_St._Louis,"The school has many nationally and internationally acclaimed scholars in social security, health care, health disparities, communication, social and health policy, and individual and family development. Many of the faculty have training in both social work and public health. The school's current dean is Edward F. Lawlor. In addition to affiliation with the university-wide Institute of Public Health, Brown houses 12 research centers. The Brown School Library collects materials on many topics, with specific emphasis on: children, youth, and families; gerontology; health; mental health; social and economic development; family therapy; and management. The library maintains subscriptions to over 450 academic journals.",What areas does the Brown School Library have represented scholars?,"{'text': ['social security, health care, health disparities, communication, social and health policy, and individual and family development'], 'answer_start': [73]}"
154,5ace424c32bba1001ae4a0de,Sony_Music_Entertainment,"Over the past two years,[clarification needed] dozens of rights-holders, including Sony Music, have sent complaints about Wikipedia.org directly to Google to have content removed.",Rights-holders have complained about Google to which organization?,"{'text': [], 'answer_start': []}"
155,5ad2e95d604f3c001a3fd9b7,Cardinal_(Catholicism),"Pope Sixtus V limited the number of cardinals to 70, comprising six cardinal bishops, 50 cardinal priests, and 14 cardinal deacons. Starting in the pontificate of Pope John XXIII, that limit has been exceeded. At the start of 1971, Pope Paul VI set the number of cardinal electors at a maximum of 120, but set no limit on the number of cardinals generally. He also established a maximum age of eighty years for electors. His action deprived twenty-five living cardinals, including the three living cardinals elevated by Pope Pius XI, of the right to participate in a conclave.[citation needed] Popes can dispense from church laws and have sometimes brought the number of cardinals under the age of 80 to more than 120. Pope Paul VI also increased the number of cardinal bishops by giving that rank to patriarchs of the Eastern Catholic Churches.",Who implemented the maximum age of 60 years for electors?,"{'text': [], 'answer_start': []}"
156,5a4e58a7755ab9001a10f42c,Geological_history_of_Earth,"Earth was initially molten due to extreme volcanism and frequent collisions with other bodies. Eventually, the outer layer of the planet cooled to form a solid crust when water began accumulating in the atmosphere. The Moon formed soon afterwards, possibly as the result of a Mars-sized object with about 10% of the Earth's mass impacting the planet in a glancing blow. Some of this object's mass merged with the Earth, significantly altering its internal composition, and a portion was ejected into space. Some of the material survived to form an orbiting moon. Outgassing and volcanic activity produced the primordial atmosphere. Condensing water vapor, augmented by ice delivered from comets, produced the oceans.",What cooled allowing water to collect?,"{'text': [], 'answer_start': []}"
157,5706071252bb8914006897cf,Bird_migration,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route. This gives the migrants an opportunity to refuel for the next leg of the voyage. Some examples of important stopover locations are the Bay of Fundy and Delaware Bay.",What is another stopover location?,"{'text': ['Delaware Bay'], 'answer_start': [302]}"
158,57283a6a3acd2414000df759,LaserDisc,"During the early years, MCA also manufactured discs for other companies including Paramount, Disney and Warner Bros. Some of them added their own names to the disc jacket to signify that the movie was not owned by MCA. After Discovision Associates shut down in early 1982, Universal Studio's videodisc software label, called MCA Videodisc until 1984, began reissuing many DiscoVision titles. Unfortunately, quite a few, such as Battlestar Galactica and Jaws, were time-compressed versions of their CAV or CLV Disco Vision originals. The time-compressed CLV re-issue of Jaws no longer had the original soundtrack, having had incidental background music replaced for the video disc version due to licensing cost (the music would not be available until the THX LaserDisc box set was released in 1995). One Universal/Columbia co-production issued by MCA Disco Vision in both CAV and CLV versions, The Electric Horseman, is still not available in any other home video format with its original score intact; even the most recent DVD release has had substantial music replacements of both instrumental score and Willie Nelson's songs. An MCA release of Universal's Howard the Duck, sees only the start credits shown in widescreen before changing to 4:3 for the rest of the film. For many years this was the only disc-based release of the film, until widescreen DVD formats were released with extras. Also, the LaserDisc release of E.T. the Extra-Terrestrial is the only format to include the cut scene of Harrison Ford playing the part of the school headmaster telling off Elliott for letting the frogs free in the biology class.",What is unique about the LaserDisc release of E.T.?,"{'text': ['only format to include the cut scene of Harrison Ford playing the part of the school headmaster'], 'answer_start': [1458]}"
159,56ddcf2b66d3e219004dacf5,Institute_of_technology,"In Canada, there are Affiliate Schools, Colleges, Institutes of Technology/Polytechnic Institutes, and Universities that offer instruction in a variety of programs that can lead to: engineering and applied science degrees, apprenticeship and trade programs, certificates, and diplomas. Affiliate Schools are polytechnic divisions belonging to a national university and offer select technical and engineering programs. Colleges, Institutes of Technology/Polytechnic Institutes, and Universities tend to be independent institutions.",What are polytechnic divisions of national universities called in Canada?,"{'text': ['Affiliate Schools'], 'answer_start': [21]}"
160,5a8cbbe2fd22b3001a8d8db4,Biodiversity,"In agriculture and animal husbandry, the Green Revolution popularized the use of conventional hybridization to increase yield. Often hybridized breeds originated in developed countries and were further hybridized with local varieties in the developing world to create high yield strains resistant to local climate and diseases. Local governments and industry have been pushing hybridization. Formerly huge gene pools of various wild and indigenous breeds have collapsed causing widespread genetic erosion and genetic pollution. This has resulted in loss of genetic diversity and biodiversity as a whole.",What popularized the use of conventional genetic erosion to increase yield?,"{'text': [], 'answer_start': []}"
161,5ad0c4fe645df0001a2d0296,Premier_League,"One significant feature of the Premier League in the mid-2000s was the dominance of the so-called ""Big Four"" clubs: Arsenal, Chelsea, Liverpool and Manchester United. During this decade, and particularly from 2002 to 2009, they dominated the top four spots, which came with UEFA Champions League qualification, taking all top four places in 5 out of 6 seasons from 2003–04 to 2008–09 inclusive, with Arsenal going as far as winning the league without losing a single game in 2003–04, the only time it has ever happened in the Premier League. In May 2008 Kevin Keegan stated that ""Big Four"" dominance threatened the division, ""This league is in danger of becoming one of the most boring but great leagues in the world."" Premier League chief executive Richard Scudamore said in defence: ""There are a lot of different tussles that go on in the Premier League depending on whether you're at the top, in the middle or at the bottom that make it interesting.""","Along with Arsenal, Chelsea and UEFA, who else is a member of the Big Four?","{'text': [], 'answer_start': []}"
162,5727e9d04b864d1900163fe2,Galicia_(Spain),"Galicia's inhabitants are known as Galicians (Galician: galegos, Spanish: gallegos). For well over a century Galicia has grown more slowly than the rest of Spain, due largely to emigration to Latin America and to other parts of Spain. Sometimes Galicia has lost population in absolute terms. In 1857, Galicia had Spain's densest population and constituted 11.5% of the national population. As of 2007, only 6.1% of the Spanish population resides in the autonomous community. This is due to an exodus of Galician people since the 19th century, first to South America and later to Central Europe.",What to Galician's call themselves in their language?,"{'text': ['galegos'], 'answer_start': [56]}"
163,572e81e0dfa6aa1500f8d05d,Muammar_Gaddafi,"Gaddafi's earliest education was of a religious nature, imparted by a local Islamic teacher. Subsequently moving to nearby Sirte to attend elementary school, he progressed through six grades in four years. Education in Libya was not free, but his father thought it would greatly benefit his son despite the financial strain. During the week Gaddafi slept in a mosque, and at weekends walked 20 miles to visit his parents. Bullied for being a Bedouin, he was proud of his identity and encouraged pride in other Bedouin children. From Sirte, he and his family moved to the market town of Sabha in Fezzan, south-central Libya, where his father worked as a caretaker for a tribal leader while Muammar attended secondary school, something neither parent had done. Gaddafi was popular at school; some friends made there received significant jobs in his later administration, most notably his best friend Abdul Salam Jalloud.",How did Gaddafi deal with peer pressure regarding his cultural background?,"{'text': ['Bullied for being a Bedouin, he was proud of his identity and encouraged pride in other Bedouin children.'], 'answer_start': [422]}"
164,57105ed3b654c5140001f8d6,Age_of_Enlightenment,"The Enlightenment has always been contested territory. Its supporters ""hail it as the source of everything that is progressive about the modern world. For them, it stands for freedom of thought, rational inquiry, critical thinking, religious tolerance, political liberty, scientific achievement, the pursuit of happiness, and hope for the future."" However, its detractors accuse it of 'shallow' rationalism, naïve optimism, unrealistic universalism, and moral darkness. From the start there was a Counter-Enlightenment in which conservative and clerical defenders of traditional religion attacked materialism and skepticism as evil forces that encouraged immorality. By 1794, they pointed to the Terror during the French Revolution as confirmation of their predictions. As the Enlightenment was ending, Romantic philosophers argued that excessive dependence on reason was a mistake perpetuated by the Enlightenment, because it disregarded the bonds of history, myth, faith and tradition that were necessary to hold society together.","By 1794, what did those against the Enlightenment point to as confirmation of their predictions?","{'text': ['Terror during the French Revolution'], 'answer_start': [696]}"
165,5729636c3f37b3190047830a,Planck_constant,"The black-body problem was revisited in 1905, when Rayleigh and Jeans (on the one hand) and Einstein (on the other hand) independently proved that classical electromagnetism could never account for the observed spectrum. These proofs are commonly known as the ""ultraviolet catastrophe"", a name coined by Paul Ehrenfest in 1911. They contributed greatly (along with Einstein's work on the photoelectric effect) to convincing physicists that Planck's postulate of quantized energy levels was more than a mere mathematical formalism. The very first Solvay Conference in 1911 was devoted to ""the theory of radiation and quanta"". Max Planck received the 1918 Nobel Prize in Physics ""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"".",What was the topic of the first Solvay Conference?,"{'text': ['""the theory of radiation and quanta""'], 'answer_start': [587]}"
166,5ace9c8a32bba1001ae4acd5,Avicenna,"When Ibn Sina was 22 years old, he lost his father. The Samanid dynasty came to its end in December 1004. Ibn Sina seems to have declined the offers of Mahmud of Ghazni, and proceeded westwards to Urgench in modern Turkmenistan, where the vizier, regarded as a friend of scholars, gave him a small monthly stipend. The pay was small, however, so Ibn Sina wandered from place to place through the districts of Nishapur and Merv to the borders of Khorasan, seeking an opening for his talents. Qabus, the generous ruler of Tabaristan, himself a poet and a scholar, with whom Ibn Sina had expected to find asylum, was on about that date (1012) starved to death by his troops who had revolted. Ibn Sina himself was at this time stricken by a severe illness. Finally, at Gorgan, near the Caspian Sea, Ibn Sina met with a friend, who bought a dwelling near his own house in which Ibn Sina lectured on logic and astronomy. Several of Ibn Sina's treatises were written for this patron; and the commencement of his Canon of Medicine also dates from his stay in Hyrcania.",At what age did Avicenna lose his mother?,"{'text': [], 'answer_start': []}"
167,56fa01668f12f3190063005d,Somalis,"In the classical era, several ancient city-states such as Opone, Essina, Sarapion, Nikon, Malao, Damo and Mosylon near Cape Guardafui, which competed with the Sabaeans, Parthians and Axumites for the wealthy Indo-Greco-Roman trade, also flourished in Somalia.","Along with the Parthians and Axumites, who were the commercial competitors of the ancient Somalis?","{'text': ['Sabaeans'], 'answer_start': [159]}"
168,57314fb0497a881900248db1,Kievan_Rus%27,"From the 9th century, the Pecheneg nomads began an uneasy relationship with Kievan Rus′. For over two centuries they launched sporadic raids into the lands of Rus′, which sometimes escalated into full-scale wars (such as the 920 war on the Pechenegs by Igor of Kiev reported in the Primary Chronicle), but there were also temporary military alliances (e.g. the 943 Byzantine campaign by Igor). In 968, the Pechenegs attacked and besieged the city of Kiev. Some speculation exists that the Pechenegs drove off the Tivertsi and the Ulichs to the regions of the upper Dniester river in Bukovina. The Byzantine Empire was known to support the Pechenegs in their military campaigns against the Eastern Slavic states.[citation needed]",What year did the Pechenges attack the city of Kiev?,"{'text': ['968'], 'answer_start': [397]}"
169,572c101b2babe914003c298b,God,"The last centuries of philosophy have seen vigorous questions regarding the arguments for God's existence raised by such philosophers as Immanuel Kant, David Hume and Antony Flew, although Kant held that the argument from morality was valid. The theist response has been either to contend, as does Alvin Plantinga, that faith is ""properly basic"", or to take, as does Richard Swinburne, the evidentialist position. Some theists agree that none of the arguments for God's existence are compelling, but argue that faith is not a product of reason, but requires risk. There would be no risk, they say, if the arguments for God's existence were as solid as the laws of logic, a position summed up by Pascal as ""the heart has reasons of which reason does not know."" A recent theory using concepts from physics and neurophysiology proposes that God can be conceptualized within the theory of integrative level.","Who stated ""the heart has reasons of which reason does not know""?","{'text': ['Pascal'], 'answer_start': [695]}"
170,5ad27192d7d075001a429462,Dialect,"One language, Interlingua, was developed so that the languages of Western civilization would act as its dialects. Drawing from such concepts as the international scientific vocabulary and Standard Average European, linguists[who?] developed a theory that the modern Western languages were actually dialects of a hidden or latent language.[citation needed] Researchers at the International Auxiliary Language Association extracted words and affixes that they considered to be part of Interlingua's vocabulary. In theory, speakers of the Western languages would understand written or spoken Interlingua immediately, without prior study, since their own languages were its dialects. This has often turned out to be true, especially, but not solely, for speakers of the Romance languages and educated speakers of English. Interlingua has also been found to assist in the learning of other languages. In one study, Swedish high school students learning Interlingua were able to translate passages from Spanish, Portuguese, and Italian that students of those languages found too difficult to understand. It should be noted, however, that the vocabulary of Interlingua extends beyond the Western language families.",Which languages' vocabulary does not reach beyond the Western family of languages?,"{'text': [], 'answer_start': []}"
171,5acd580307355d001abf3e02,Hunter-gatherer,"Mutual exchange and sharing of resources (i.e., meat gained from hunting) are important in the economic systems of hunter-gatherer societies. Therefore, these societies can be described as based on a ""gift economy.""",What is important in the numerical systems of hunter-gatherer societies?,"{'text': [], 'answer_start': []}"
172,5a7b503621c2de001afe9eaa,Economy_of_Greece,"Greece has tended to lag behind its European Union partners in terms of Internet use, with the gap closing rapidly in recent years. The percentage of households with access to the Internet more than doubled between 2006 and 2013, from 23% to 56% respectively (compared with an EU average of 49% and 79%). At the same time, there has been a massive increase in the proportion of households with a broadband connection, from 4% in 2006 to 55% in 2013 (compared with an EU average of 30% and 76%). However, Greece also has the EU's third highest percentage of people who have never used the Internet: 36% in 2013, down from 65% in 2006 (compared with an EU average of 21% and 42%).",What does Greece do more than other EU countries in terms of use?,"{'text': [], 'answer_start': []}"
173,57286a604b864d19001649c3,LaserDisc,"The format's instant-access capability made it possible for a new breed of LaserDisc-based video arcade games and several companies saw potential in using LaserDiscs for video games in the 1980s and 1990s, beginning in 1983 with Sega's Astron Belt. American Laser Games and Cinematronics produced elaborate arcade consoles that used the random-access features to create interactive movies such as Dragon's Lair and Space Ace. Similarly, the Pioneer Laseractive and Halcyon were introduced as home video game consoles that used LaserDisc media for their software.",What was the first game to use LaserDiscs?,"{'text': [""Sega's Astron Belt""], 'answer_start': [229]}"
174,57095c13efce8f15003a7e23,Copper,"Despite competition from other materials, copper remains the preferred electrical conductor in nearly all categories of electrical wiring with the major exception being overhead electric power transmission where aluminium is often preferred. Copper wire is used in power generation, power transmission, power distribution, telecommunications, electronics circuitry, and countless types of electrical equipment. Electrical wiring is the most important market for the copper industry. This includes building wire, communications cable, power distribution cable, appliance wire, automotive wire and cable, and magnet wire. Roughly half of all copper mined is used to manufacture electrical wire and cable conductors. Many electrical devices rely on copper wiring because of its multitude of inherent beneficial properties, such as its high electrical conductivity, tensile strength, ductility, creep (deformation) resistance, corrosion resistance, low thermal expansion, high thermal conductivity, solderability, and ease of installation.",What metal are most overhead electrical wires made out of?,"{'text': ['aluminium'], 'answer_start': [212]}"
175,573281b0b3a91d1900202de6,Humanism,"Better acquaintance with Greek and Roman technical writings also influenced the development of European science (see the history of science in the Renaissance). This was despite what A. C. Crombie (viewing the Renaissance in the 19th-century manner as a chapter in the heroic March of Progress) calls ""a backwards-looking admiration for antiquity"", in which Platonism stood in opposition to the Aristotelian concentration on the observable properties of the physical world. But Renaissance humanists, who considered themselves as restoring the glory and nobility of antiquity, had no interest in scientific innovation. However, by the mid-to-late 16th century, even the universities, though still dominated by Scholasticism, began to demand that Aristotle be read in accurate texts edited according to the principles of Renaissance philology, thus setting the stage for Galileo's quarrels with the outmoded habits of Scholasticism.",Who felt that looking to these ancient documents for new ideas was not the way to mover forward?,"{'text': ['A. C. Crombie'], 'answer_start': [183]}"
176,5728de47ff5b5019007da88b,London,"Three Aviva Premiership rugby union teams are based in London, (London Irish, Saracens, and Harlequins), although currently only Harlequins and Saracens play their home games within Greater London. London Scottish and London Welsh play in the RFU Championship club and other rugby union clubs in the city include Richmond F.C., Rosslyn Park F.C., Westcombe Park R.F.C. and Blackheath F.C.. Twickenham Stadium in south-west London is the national rugby union stadium, and has a capacity of 82,000 now that the new south stand has been completed.",What is the current spectator seating capacity of Twickenham Stadium?,"{'text': ['82,000'], 'answer_start': [489]}"
177,570972d0ed30961900e8416c,Pitch_(music),"A sound generated on any instrument produces many modes of vibration that occur simultaneously. A listener hears numerous frequencies at once. The vibration with the lowest frequency is called the fundamental frequency; the other frequencies are overtones. Harmonics are an important class of overtones with frequencies that are integer multiples of the fundamental. Whether or not the higher frequencies are integer multiples, they are collectively called the partials, referring to the different parts that make up the total spectrum.",This produces many modes of vibration that occur simultaneously?,"{'text': ['sound generated'], 'answer_start': [2]}"
178,56f8b93d9b226e1400dd0eb6,Southampton,"Southampton has two large live music venues, the Mayflower Theatre (formerly the Gaumont Theatre) and the Guildhall. The Guildhall has seen concerts from a wide range of popular artists including Pink Floyd, David Bowie, Delirious?, Manic Street Preachers, The Killers, The Kaiser Chiefs, Amy Winehouse, Lostprophets, The Midnight Beast, Modestep, and All Time Low. It also hosts classical concerts presented by the Bournemouth Symphony Orchestra, City of Southampton Orchestra, Southampton Concert Orchestra, Southampton Philharmonic Choir and Southampton Choral Society.",What choir from the area has sung at the Guildhall?,"{'text': ['Southampton Philharmonic Choir'], 'answer_start': [510]}"
179,572808a2ff5b5019007d9b75,Culture,"In the United Kingdom, sociologists and other scholars influenced by Marxism, such as Stuart Hall (1932–2014) and Raymond Williams (1921–1988), developed cultural studies. Following nineteenth-century Romantics, they identified ""culture"" with consumption goods and leisure activities (such as art, music, film, food, sports, and clothing). Nevertheless, they saw patterns of consumption and leisure as determined by relations of production, which led them to focus on class relations and the organization of production.",What led sociologist like Stuart and Raymond to focus on class relations and the organization of production?,"{'text': ['saw patterns of consumption and leisure'], 'answer_start': [359]}"
180,5ad41acf604f3c001a4004e3,"Charleston,_South_Carolina","By the mid-18th century, Charles Town had become a bustling trade center, the hub of the Atlantic trade for the southern colonies. Charles Towne was also the wealthiest and largest city south of Philadelphia, in part because of the lucrative slave trade. By 1770, it was the fourth-largest port in the colonies, after Boston, New York, and Philadelphia, with a population of 11,000—slightly more than half of them slaves. By 1708, the majority of the colony's population was slaves, and the future state would continue to be a majority of African descent until after the Great Migration of the early 20th century.",When didn't the Great Migration occur?,"{'text': [], 'answer_start': []}"
181,5726861f708984140094c8df,Pesticide,"Many pesticides can be grouped into chemical families. Prominent insecticide families include organochlorines, organophosphates, and carbamates. Organochlorine hydrocarbons (e.g., DDT) could be separated into dichlorodiphenylethanes, cyclodiene compounds, and other related compounds. They operate by disrupting the sodium/potassium balance of the nerve fiber, forcing the nerve to transmit continuously. Their toxicities vary greatly, but they have been phased out because of their persistence and potential to bioaccumulate.:239–240 Organophosphate and carbamates largely replaced organochlorines. Both operate through inhibiting the enzyme acetylcholinesterase, allowing acetylcholine to transfer nerve impulses indefinitely and causing a variety of symptoms such as weakness or paralysis. Organophosphates are quite toxic to vertebrates, and have in some cases been replaced by less toxic carbamates.:136–137 Thiocarbamate and dithiocarbamates are subclasses of carbamates. Prominent families of herbicides include phenoxy and benzoic acid herbicides (e.g. 2,4-D), triazines (e.g., atrazine), ureas (e.g., diuron), and Chloroacetanilides (e.g., alachlor). Phenoxy compounds tend to selectively kill broad-leaf weeds rather than grasses. The phenoxy and benzoic acid herbicides function similar to plant growth hormones, and grow cells without normal cell division, crushing the plant's nutrient transport system.:300 Triazines interfere with photosynthesis.:335 Many commonly used pesticides are not included in these families, including glyphosate.",Organophospates and carbamates cause which symptoms?,"{'text': ['weakness or paralysis'], 'answer_start': [770]}"
182,5726559d5951b619008f6ffb,Queen_Victoria,"On 17 March 1883, she fell down some stairs at Windsor, which left her lame until July; she never fully recovered and was plagued with rheumatism thereafter. Brown died 10 days after her accident, and to the consternation of her private secretary, Sir Henry Ponsonby, Victoria began work on a eulogistic biography of Brown. Ponsonby and Randall Davidson, Dean of Windsor, who had both seen early drafts, advised Victoria against publication, on the grounds that it would stoke the rumours of a love affair. The manuscript was destroyed. In early 1884, Victoria did publish More Leaves from a Journal of a Life in the Highlands, a sequel to her earlier book, which she dedicated to her ""devoted personal attendant and faithful friend John Brown"". On the day after the first anniversary of Brown's death, Victoria was informed by telegram that her youngest son, Leopold, had died in Cannes. He was ""the dearest of my dear sons"", she lamented. The following month, Victoria's youngest child, Beatrice, met and fell in love with Prince Henry of Battenberg at the wedding of Victoria's granddaughter Princess Victoria of Hesse and by Rhine to Henry's brother Prince Louis of Battenberg. Beatrice and Henry planned to marry, but Victoria opposed the match at first, wishing to keep Beatrice at home to act as her companion. After a year, she was won around to the marriage by Henry and Beatrice's promise to remain living with and attending her.",What did Victoria begin working on after Brown's death?,"{'text': ['a eulogistic biography'], 'answer_start': [291]}"
183,5a60da5ce9e1cc001a33cda5,Sahara,"The rainfall inhibition and the dissipation of cloud cover are most accentuated over the eastern section of the Sahara rather than the western. The prevailing air mass lying above the Sahara is the continental tropical (cT) air mass which is hot and dry. Hot, dry air masses primarily form over the North-African desert from the heating of the vast continental land area, and it affects the whole desert during most of the year. Because of this extreme heating process, a thermal low is usually noticed near the surface, and is the strongest and the most developed during the summertime. The Sahara High represents the eastern continental extension of the Azores High, centered over the North Atlantic Ocean. The subsidence of the Sahara High nearly reaches the ground during the coolest part of the year while it limits to the upper troposphere during the hottest periods.",When does the Azores High nearly reach the ground?,"{'text': [], 'answer_start': []}"
184,5730f84ce6313a140071cb18,Namibia,"Namibia is the driest country in sub-Saharan Africa and depends largely on groundwater. With an average rainfall of about 350 mm per annum, the highest rainfall occurs in the Caprivi in the northeast (about 600 mm per annum) and decreases in a westerly and southwesterly direction to as little as 50 mm and less per annum at the coast. The only perennial rivers are found on the national borders with South Africa, Angola, Zambia, and the short border with Botswana in the Caprivi. In the interior of the country surface water is available only in the summer months when rivers are in flood after exceptional rainfalls. Otherwise, surface water is restricted to a few large storage dams retaining and damming up these seasonal floods and their runoff. Thus, where people don’t live near perennial rivers or make use of the storage dams, they are dependent on groundwater. The advantage of using groundwater sources is that even isolated communities and those economic activities located far from good surface water sources such as mining, agriculture, and tourism can be supplied from groundwater over nearly 80% of the country.",Where does the highest rainfall occur in Namibia?,"{'text': ['Caprivi'], 'answer_start': [175]}"
185,57269a18dd62a815002e8ac8,Napoleon,"After Austerlitz, Napoleon established the Confederation of the Rhine in 1806. A collection of German states intended to serve as a buffer zone between France and Central Europe, the creation of the Confederation spelled the end of the Holy Roman Empire and significantly alarmed the Prussians. The brazen reorganization of German territory by the French risked threatening Prussian influence in the region, if not eliminating it outright. War fever in Berlin rose steadily throughout the summer of 1806. At the insistence of his court, especially his wife Queen Louise, Frederick William III decided to challenge the French domination of Central Europe by going to war.",The existence of the Confederation of the Rhine brought about the end of which imperial power?,"{'text': ['the Holy Roman Empire'], 'answer_start': [232]}"
186,5ad2b1c2d7d075001a429f60,Multiracial_American,"Some biographical accounts include the autobiography Life on the Color Line: The True Story of a White Boy Who Discovered He Was Black by Gregory Howard Williams; One Drop: My Father's Hidden Life—A Story of Race and Family Secrets written by Bliss Broyard about her father Anatole Broyard; the documentary Colored White Boy about a white man in North Carolina who discovers that he is the descendant of a white plantation owner and a raped African slave; and the documentary on The Sanders Women of Shreveport, Louisiana.",What documentary is about a white man in Georgia?,"{'text': [], 'answer_start': []}"
